id,superhero_name,real_name,publisher,alignment,gender,race,occupation,intelligence,strength,speed,durability,power,combat,image_url,api_url
505,Oracle,Barbara Gordon,Batgirl,good,Female,Human,Computer hacker and Coordinator of the Birds of Prey; Former student; former librarian; former vigilante,75,11,23,28,19,76,https://www.superherodb.com/pictures2/portraits/10/100/749.jpg,https://akabab.github.io/superhero-api/api/id/505.json
506,Osiris,Amon Tomaz,DC Comics,good,Male,null,-,75,85,60,95,65,42,https://www.superherodb.com/pictures2/portraits/10/100/1165.jpg,https://akabab.github.io/superhero-api/api/id/506.json
507,Overtkill,Nicholas Rocca,Image Comics,bad,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/866.jpg,https://akabab.github.io/superhero-api/api/id/507.json
508,Ozymandias,Adrian Veidt,DC Comics,bad,Male,Human,-,100,18,33,20,49,95,https://www.superherodb.com/pictures2/portraits/10/100/1063.jpg,https://akabab.github.io/superhero-api/api/id/508.json
509,Parademon,,DC Comics,bad,-,Parademon,-,9,28,17,50,53,25,https://www.superherodb.com/pictures2/portraits/10/100/10806.jpg,https://akabab.github.io/superhero-api/api/id/509.json
510,Paul Blart,Paul Blart,Sony Pictures,good,Male,Human,-,8,11,21,50,7,5,https://www.superherodb.com/pictures2/portraits/10/100/10479.jpg,https://akabab.github.io/superhero-api/api/id/510.json
511,Penance,,Marvel Comics,good,-,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/929.jpg,https://akabab.github.io/superhero-api/api/id/511.json
512,Penance I,,Marvel Comics,good,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/930.jpg,https://akabab.github.io/superhero-api/api/id/512.json
513,Penance II,Robert Baldwin,Speedball,good,Male,null,"Government operative; former adventurer, reality TV star, student, television show intern, engineering intern, lab worker",null,20,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/900.jpg,https://akabab.github.io/superhero-api/api/id/513.json
514,Penguin,Oswald Chesterfield Cobblepot,DC Comics,bad,Male,Human,Trader,75,10,12,28,30,45,https://www.superherodb.com/pictures2/portraits/10/100/753.jpg,https://akabab.github.io/superhero-api/api/id/514.json
515,Phantom,Christopher Walker,DC Comics,good,Male,null,-,null,48,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/889.jpg,https://akabab.github.io/superhero-api/api/id/515.json
516,Phantom Girl,Tinya Wazzo,DC Comics,good,Female,null,-,38,10,23,28,53,42,https://www.superherodb.com/pictures2/portraits/10/100/1184.jpg,https://akabab.github.io/superhero-api/api/id/516.json
517,Phoenix,Jean Grey,Jean Grey,good,Female,Mutant,Adventurer,100,100,83,100,100,80,https://www.superherodb.com/pictures2/portraits/10/100/828.jpg,https://akabab.github.io/superhero-api/api/id/517.json
518,Plantman,Samuel Smithers,Marvel Comics,bad,Male,Mutant,"Professional Criminal, formerly Gardner",63,60,25,55,61,25,https://www.superherodb.com/pictures2/portraits/10/100/10487.jpg,https://akabab.github.io/superhero-api/api/id/518.json
519,Plastic Lad,Luke O'Brian,DC Comics,good,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1299.jpg,https://akabab.github.io/superhero-api/api/id/519.json
520,Plastic Man,Patrick O'Brian,DC Comics,good,Male,Human,Government Agent,50,63,23,100,100,56,https://www.superherodb.com/pictures2/portraits/10/100/756.jpg,https://akabab.github.io/superhero-api/api/id/520.json
521,Plastique,Bette Sans Souci,DC Comics,bad,Female,null,"Government Agent, former Terrorist, Mercenary",50,10,23,28,60,42,https://www.superherodb.com/pictures2/portraits/10/100/1176.jpg,https://akabab.github.io/superhero-api/api/id/521.json
522,Poison Ivy,Pamela Isley,DC Comics,bad,Female,Human,"Criminal, Botanist",81,14,21,40,100,40,https://www.superherodb.com/pictures2/portraits/10/100/757.jpg,https://akabab.github.io/superhero-api/api/id/522.json
523,Polaris,Lorna Dane,Marvel Comics,good,Female,Mutant,"Adventurer, former U.S. government operative, former graduate student in geophysics",63,73,42,50,100,45,https://www.superherodb.com/pictures2/portraits/10/100/1046.jpg,https://akabab.github.io/superhero-api/api/id/523.json
524,Power Girl,Kara Zor-L,DC Comics,good,Female,Kryptonian,-,94,100,100,100,100,75,https://www.superherodb.com/pictures2/portraits/10/100/758.jpg,https://akabab.github.io/superhero-api/api/id/524.json
525,Power Man,Luke Cage,Luke Cage,good,Male,Mutant,-,null,82,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1016.jpg,https://akabab.github.io/superhero-api/api/id/525.json
526,Predator,Yautja,Dark Horse Comics,bad,Male,Yautja,-,63,30,25,85,100,90,https://www.superherodb.com/pictures2/portraits/10/100/10448.jpg,https://akabab.github.io/superhero-api/api/id/526.json
527,Professor X,Charles Francis Xavier,Marvel Comics,good,Male,Mutant,"Mutant leader, mutant rights activist, geneticist, teacher, adventurer, heir, formerly headmaster, soldier (US Army)",100,8,12,14,100,32,https://www.superherodb.com/pictures2/portraits/10/100/113.jpg,https://akabab.github.io/superhero-api/api/id/527.json
528,Professor Zoom,Eobard Thawne,DC Comics,bad,Male,Human,-,94,10,100,20,83,20,https://www.superherodb.com/pictures2/portraits/10/100/766.jpg,https://akabab.github.io/superhero-api/api/id/528.json
529,Psylocke,Elizabeth Braddock,Marvel Comics,good,Female,Mutant,"Adventurer, formerly a STRIKE operative, fashion model",63,33,25,40,100,90,https://www.superherodb.com/pictures2/portraits/10/100/114.jpg,https://akabab.github.io/superhero-api/api/id/529.json
530,Punisher,Frank Castle,Marvel Comics,good,Male,Human,Former United States Marine turned professional vigilante,69,16,21,45,42,100,https://www.superherodb.com/pictures2/portraits/10/100/112.jpg,https://akabab.github.io/superhero-api/api/id/530.json
531,Purple Man,Zebediah Killgrave,Marvel Comics,bad,Male,Human,"Professional criminal, Megalomaniac, Former spy",56,10,8,30,92,10,https://www.superherodb.com/pictures2/portraits/10/100/10451.jpg,https://akabab.github.io/superhero-api/api/id/531.json
532,Pyro,St. John Allerdyce,Marvel Comics,bad,Male,null,"Former government agent, terrorist, bodyguard, novelist, journalist",38,10,12,14,54,28,https://www.superherodb.com/pictures2/portraits/10/100/853.jpg,https://akabab.github.io/superhero-api/api/id/532.json
533,Q,Q,Star Trek,-,Male,God / Eternal,-,100,12,17,100,100,40,https://www.superherodb.com/pictures2/portraits/10/100/10578.jpg,https://akabab.github.io/superhero-api/api/id/533.json
534,Quantum,,HarperCollins,good,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1157.jpg,https://akabab.github.io/superhero-api/api/id/534.json
535,Question,Charles Victor Szasz,DC Comics,good,Male,Human,Former Television Investigative Journalist,81,14,27,35,20,80,https://www.superherodb.com/pictures2/portraits/10/100/760.jpg,https://akabab.github.io/superhero-api/api/id/535.json
536,Quicksilver,Pietro Django Maximoff,Marvel Comics,good,Male,Mutant,"(current) Adventurer, (former) Terrorist, officer of the Inhumans militia, United States government operative",63,28,100,60,81,56,https://www.superherodb.com/pictures2/portraits/10/100/115.jpg,https://akabab.github.io/superhero-api/api/id/536.json
537,Quill,Maxwell Jordan,Marvel Comics,good,Male,null,-,38,10,12,14,23,14,https://www.superherodb.com/pictures2/portraits/10/100/830.jpg,https://akabab.github.io/superhero-api/api/id/537.json
538,Ra's Al Ghul,Ra's Al Ghul,DC Comics,bad,Male,Human,"Eco Terrorist, Businessman, Cult Leader",100,28,32,42,27,100,https://www.superherodb.com/pictures2/portraits/10/100/761.jpg,https://akabab.github.io/superhero-api/api/id/538.json
539,Rachel Pirzad,,SyFy,good,Female,Alpha,-,63,4,8,10,52,10,https://www.superherodb.com/pictures2/portraits/10/100/1530.jpg,https://akabab.github.io/superhero-api/api/id/539.json
540,Rambo,John Rambo,null,good,Male,Human,United States Army soldier (former),63,14,25,30,30,100,https://www.superherodb.com/pictures2/portraits/10/100/10475.jpg,https://akabab.github.io/superhero-api/api/id/540.json
541,Raphael,,IDW Publishing,good,Male,Mutant,-,63,17,50,65,59,80,https://www.superherodb.com/pictures2/portraits/10/100/10328.jpg,https://akabab.github.io/superhero-api/api/id/541.json
542,Raven,Rachel Roth,DC Comics,neutral,Female,Human,"Adventurer, high school student",50,10,29,70,84,40,https://www.superherodb.com/pictures2/portraits/10/100/764.jpg,https://akabab.github.io/superhero-api/api/id/542.json
543,Ray,Ray Terrill,DC Comics,good,Male,Human,Freelance Computer Programmer and Software Designer,50,10,92,100,100,20,https://www.superherodb.com/pictures2/portraits/10/100/10204.jpg,https://akabab.github.io/superhero-api/api/id/543.json
544,Razor-Fist II,Douglas Scott,Marvel Comics,bad,Male,null,"Mercenary, assassin, bodyguard, enforcer",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/935.jpg,https://akabab.github.io/superhero-api/api/id/544.json
545,Red Arrow,Roy Harper,DC Comics,good,Male,Human,Adventurer; intelligence agent; musician,63,16,25,20,23,80,https://www.superherodb.com/pictures2/portraits/10/100/1013.jpg,https://akabab.github.io/superhero-api/api/id/545.json
546,Red Hood,Jason Todd,Robin II,neutral,Male,Human,"Mercenary, Vigilante",75,12,23,28,35,95,https://www.superherodb.com/pictures2/portraits/10/100/932.jpg,https://akabab.github.io/superhero-api/api/id/546.json
547,Red Hulk,Thaddeus E. Ross,Marvel Comics,neutral,Male,Human / Radiation,Lieutenant general in US Air Force,50,100,47,85,82,75,https://www.superherodb.com/pictures2/portraits/10/100/1342.jpg,https://akabab.github.io/superhero-api/api/id/547.json
548,Red Mist,Chris Genovese,Icon Comics,bad,Male,null,-,25,10,23,14,20,56,https://www.superherodb.com/pictures2/portraits/10/100/1337.jpg,https://akabab.github.io/superhero-api/api/id/548.json
549,Red Robin,Tim Drake,Robin III,good,Male,Human,-,81,11,27,32,29,80,https://www.superherodb.com/pictures2/portraits/10/100/10009.jpg,https://akabab.github.io/superhero-api/api/id/549.json
550,Red Skull,Johann Shmidt,Marvel Comics,bad,Male,null,-,75,10,12,14,19,80,https://www.superherodb.com/pictures2/portraits/10/100/1392.jpg,https://akabab.github.io/superhero-api/api/id/550.json
551,Red Tornado,John Smith,DC Comics,good,Male,Android,-,75,38,67,60,100,40,https://www.superherodb.com/pictures2/portraits/10/100/1149.jpg,https://akabab.github.io/superhero-api/api/id/551.json
552,Redeemer II,Phil Timper,Image Comics,bad,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1081.jpg,https://akabab.github.io/superhero-api/api/id/552.json
553,Redeemer III,Eddie Frank,Image Comics,bad,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1092.jpg,https://akabab.github.io/superhero-api/api/id/553.json
554,Renata Soliz,,HarperCollins,good,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1151.jpg,https://akabab.github.io/superhero-api/api/id/554.json
555,Rey,,George Lucas,good,Female,Human,Scavenger,63,8,21,10,87,35,https://www.superherodb.com/pictures2/portraits/10/100/10561.jpg,https://akabab.github.io/superhero-api/api/id/555.json
556,Rhino,Aleksei Mikhailovich Sytsevich,Marvel Comics,bad,Male,Human / Radiation,"Professional Criminal ,Henchman of the Russian Mafia",25,80,43,90,36,85,https://www.superherodb.com/pictures2/portraits/10/100/15.jpg,https://akabab.github.io/superhero-api/api/id/556.json
557,Rick Flag,Richard Rogers Flag,DC Comics,bad,Male,null,"Government Agent, Covert Ops field Commander",88,11,23,28,19,95,https://www.superherodb.com/pictures2/portraits/10/100/1352.jpg,https://akabab.github.io/superhero-api/api/id/557.json
558,Riddler,Edward Nigma,DC Comics,bad,Male,null,-,100,10,12,14,10,14,https://www.superherodb.com/pictures2/portraits/10/100/768.jpg,https://akabab.github.io/superhero-api/api/id/558.json
559,Rip Hunter,Richard Hunter,DC Comics,good,Male,Human,-,100,8,8,10,100,25,https://www.superherodb.com/pictures2/portraits/10/100/10543.jpg,https://akabab.github.io/superhero-api/api/id/559.json
560,Ripcord,Miranda Leevald,Marvel Comics,good,Female,null,"Adventurer, formerly prostitute.",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1291.jpg,https://akabab.github.io/superhero-api/api/id/560.json
561,Robin,Dick Grayson,Batman II,good,Male,Human,-,88,11,27,28,32,85,https://www.superherodb.com/pictures2/portraits/10/100/850.jpg,https://akabab.github.io/superhero-api/api/id/561.json
562,Robin II,Jason Todd,Red Hood,good,Male,Human,-,75,11,27,28,28,85,https://www.superherodb.com/pictures2/portraits/10/100/849.jpg,https://akabab.github.io/superhero-api/api/id/562.json
563,Robin III,Tim Drake,Red Robin,good,Male,Human,High School Student,81,11,27,28,29,85,https://www.superherodb.com/pictures2/portraits/10/100/769.jpg,https://akabab.github.io/superhero-api/api/id/563.json
564,Robin V,Damian Wayne,DC Comics,good,Male,Human,-,69,8,33,16,29,65,https://www.superherodb.com/pictures2/portraits/10/100/1473.jpg,https://akabab.github.io/superhero-api/api/id/564.json
565,Robin VI,Carrie Kelley,DC Comics,neutral,Female,Human,-,50,8,25,20,17,70,https://www.superherodb.com/pictures2/portraits/10/100/10394.jpg,https://akabab.github.io/superhero-api/api/id/565.json
566,Rocket Raccoon,Rocket Raccoon,Marvel Comics,good,Male,Animal,"Law enforcement officer, security guard, member of the Guardians of the Galaxy",50,5,23,28,28,64,https://www.superherodb.com/pictures2/portraits/10/100/10010.jpg,https://akabab.github.io/superhero-api/api/id/566.json
567,Rogue,Anna Marie,Marvel Comics,good,Female,null,"Adventurer, former mechanic, waitress, terrorist",75,10,12,28,80,80,https://www.superherodb.com/pictures2/portraits/10/100/831.jpg,https://akabab.github.io/superhero-api/api/id/567.json
568,Ronin,Clint Barton,Goliath,good,Male,Human,"Outlaw adventurer, revolutionary; former professional super hero, fugitive, unnoficial S.H.I.E.L.D. operative, federal inmate, CTE security chief, ranch hand, archery tutor, carnival performer, roustabout, butcher shop worker",56,12,21,10,13,80,https://www.superherodb.com/pictures2/portraits/10/100/1202.jpg,https://akabab.github.io/superhero-api/api/id/568.json
569,Rorschach,Walter Joseph Kovacs,DC Comics,good,Male,Human,"Vigilante, former garment worker",75,10,29,20,23,80,https://www.superherodb.com/pictures2/portraits/10/100/771.jpg,https://akabab.github.io/superhero-api/api/id/569.json
570,Sabretooth,Victor Creed,Marvel Comics,bad,Male,Mutant,"mercenary, professional criminal, assassin, serial killer",56,48,38,90,50,100,https://www.superherodb.com/pictures2/portraits/10/100/17.jpg,https://akabab.github.io/superhero-api/api/id/570.json
571,Sage,Tessa,Marvel Comics,good,Female,null,Former Soldier,75,10,12,14,28,56,https://www.superherodb.com/pictures2/portraits/10/100/117.jpg,https://akabab.github.io/superhero-api/api/id/571.json
572,Sandman,William Baker,Marvel Comics,neutral,Male,Human,Professional Criminal,44,75,46,90,100,60,https://www.superherodb.com/pictures2/portraits/10/100/621.jpg,https://akabab.github.io/superhero-api/api/id/572.json
573,Sasquatch,Walter Langkowski,Marvel Comics,good,Male,null,"Adventurer, bio-physicist, government operative; former college lecturer, professional football player",75,80,23,56,15,42,https://www.superherodb.com/pictures2/portraits/10/100/863.jpg,https://akabab.github.io/superhero-api/api/id/573.json
574,Sauron,Sauron,J. R. R. Tolkien,bad,Male,Maiar,-,88,85,33,100,100,70,https://www.superherodb.com/pictures2/portraits/10/100/10849.jpg,https://akabab.github.io/superhero-api/api/id/574.json
575,Savage Dragon,Kurr,Image Comics,good,Male,null,-,63,70,54,85,66,72,https://www.superherodb.com/pictures2/portraits/10/100/1117.jpg,https://akabab.github.io/superhero-api/api/id/575.json
576,Scarecrow,Jonathan Crane,DC Comics,bad,Male,Human,Special Professional Criminal,81,10,12,14,48,50,https://www.superherodb.com/pictures2/portraits/10/100/819.jpg,https://akabab.github.io/superhero-api/api/id/576.json
577,Scarlet Spider,Benjamin Reilly,Spider-Carnage,good,Male,Human,Crime-fighter,75,53,60,74,46,56,https://www.superherodb.com/pictures2/portraits/10/100/174.jpg,https://akabab.github.io/superhero-api/api/id/577.json
578,Scarlet Spider II,Kaine Parker,Marvel Comics,good,Male,Clone,Fugitive,88,55,60,40,37,56,https://www.superherodb.com/pictures2/portraits/10/100/1536.jpg,https://akabab.github.io/superhero-api/api/id/578.json
579,Scarlet Witch,Wanda Maximoff,Marvel Comics,bad,Female,Mutant,"Adventurer; formerly witchcraft tutor, housewife, terrorist",100,10,29,70,100,80,https://www.superherodb.com/pictures2/portraits/10/100/444.jpg,https://akabab.github.io/superhero-api/api/id/579.json
580,Scorpia,Elaine Coll,Marvel Comics,bad,Female,null,Professional criminal,38,28,42,28,34,28,https://www.superherodb.com/pictures2/portraits/10/100/1123.jpg,https://akabab.github.io/superhero-api/api/id/580.json
581,Scorpion,MacDonald Gargan,Venom III,bad,Male,Human,"U.S. government agent; former professional criminal, assassin, private detective",50,52,60,85,49,80,https://www.superherodb.com/pictures2/portraits/10/100/1041.jpg,https://akabab.github.io/superhero-api/api/id/581.json
582,Sebastian Shaw,Sebastian Hiram Shaw,Marvel Comics,bad,Male,Mutant,-,63,85,12,95,36,56,https://www.superherodb.com/pictures2/portraits/10/100/1482.jpg,https://akabab.github.io/superhero-api/api/id/582.json
583,Sentry,Robert Reynolds,Marvel Comics,neutral,Male,Mutant,-,75,100,100,84,100,40,https://www.superherodb.com/pictures2/portraits/10/100/447.jpg,https://akabab.github.io/superhero-api/api/id/583.json
584,Shadow King,Amahl Farouk,Marvel Comics,good,-,null,-,75,12,27,100,100,75,https://www.superherodb.com/pictures2/portraits/10/100/121.jpg,https://akabab.github.io/superhero-api/api/id/584.json
585,Shadow Lass,Tasmia Mallor,DC Comics,good,Female,Talokite,-,63,10,67,20,79,80,https://www.superherodb.com/pictures2/portraits/10/100/1195.jpg,https://akabab.github.io/superhero-api/api/id/585.json
586,Shadowcat,Kitty Pryde,Marvel Comics,good,Female,Mutant,"Teacher, Adventurer, former student",88,8,21,25,69,70,https://www.superherodb.com/pictures2/portraits/10/100/122.jpg,https://akabab.github.io/superhero-api/api/id/586.json
587,Shang-Chi,Shang-Chi,Marvel Comics,good,Male,Human,-,63,12,30,50,29,100,https://www.superherodb.com/pictures2/portraits/10/100/454.jpg,https://akabab.github.io/superhero-api/api/id/587.json
588,Shatterstar,Gaveedra Seven,Marvel Comics,good,Male,null,Warrior,63,48,45,64,49,84,https://www.superherodb.com/pictures2/portraits/10/100/124.jpg,https://akabab.github.io/superhero-api/api/id/588.json
589,She-Hulk,Jennifer Walters,Marvel Comics,good,Female,Human,"Lawyer, Magistra of the Living Tribunal",81,100,42,100,40,70,https://www.superherodb.com/pictures2/portraits/10/100/125.jpg,https://akabab.github.io/superhero-api/api/id/589.json
590,She-Thing,Sharon Ventura,Ms Marvel II,good,Female,Human / Radiation,"Prisoner, former adventurer, wrestler, stuntwoman, scuba diver, motorcycle performer",69,72,21,80,23,65,https://www.superherodb.com/pictures2/portraits/10/100/461.jpg,https://akabab.github.io/superhero-api/api/id/590.json
591,Shocker,Herman Schultz,Marvel Comics,bad,Male,Human,"Professional thief, hired assassin",63,10,23,70,79,56,https://www.superherodb.com/pictures2/portraits/10/100/19.jpg,https://akabab.github.io/superhero-api/api/id/591.json
592,Shriek,Frances Louise Barrison,Marvel Comics,good,Female,null,"Former partner of Carnage, Carrion (Malcolm McBride), Demogoblin and Doppelganger). Before she became Shriek, she was a rock band groupie and drug dealer.",50,10,23,28,45,42,https://www.superherodb.com/pictures2/portraits/10/100/1319.jpg,https://akabab.github.io/superhero-api/api/id/592.json
593,Shrinking Violet,,DC Comics,good,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1188.jpg,https://akabab.github.io/superhero-api/api/id/593.json
594,Sif,Sif,Marvel Comics,good,Female,Asgardian,-,63,90,67,80,100,70,https://www.superherodb.com/pictures2/portraits/10/100/1533.jpg,https://akabab.github.io/superhero-api/api/id/594.json
595,Silk,Cindy Moon,Marvel Comics,good,Female,Human,"Vigilante, intern at Fact Channel News, adventurer; former student",75,48,71,70,71,65,https://www.superherodb.com/pictures2/portraits/10/100/10495.jpg,https://akabab.github.io/superhero-api/api/id/595.json
596,Silk Spectre,Sally Juspeczyk,DC Comics,good,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1057.jpg,https://akabab.github.io/superhero-api/api/id/596.json
597,Silk Spectre II,Laurie Juspeczyk,DC Comics,good,Female,null,-,null,51,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1058.jpg,https://akabab.github.io/superhero-api/api/id/597.json
598,Silver Surfer,Norrin Radd,Marvel Comics,good,Male,Alien,"Adventurer, formerly Galactus' Herald",56,100,100,90,100,32,https://www.superherodb.com/pictures2/portraits/10/100/127.jpg,https://akabab.github.io/superhero-api/api/id/598.json
599,Silverclaw,Maria de Guadalupe Santiago,Marvel Comics,good,Female,null,"University student, adventurer",50,28,35,42,34,42,https://www.superherodb.com/pictures2/portraits/10/100/1019.jpg,https://akabab.github.io/superhero-api/api/id/599.json
600,Simon Baz,Simoon Baz,DC Comics,good,Male,Human,-,56,90,42,55,100,60,https://www.superherodb.com/pictures2/portraits/10/100/10649.jpg,https://akabab.github.io/superhero-api/api/id/600.json
601,Sinestro,Thaal Sinestro,DC Comics,neutral,Male,Korugaran,-,75,85,53,64,100,55,https://www.superherodb.com/pictures2/portraits/10/100/781.jpg,https://akabab.github.io/superhero-api/api/id/601.json
602,Siren,Hila,DC Comics,bad,Female,Atlantean,-,56,62,79,60,92,60,https://www.superherodb.com/pictures2/portraits/10/100/1387.jpg,https://akabab.github.io/superhero-api/api/id/602.json
603,Siren II,La Sirene la Bailene,DC Comics,bad,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1386.jpg,https://akabab.github.io/superhero-api/api/id/603.json
604,Siryn,Theresa Rourke Cassidy,Marvel Comics,bad,Female,null,(current) Adventurer (former) Professional Criminal,38,8,47,28,50,42,https://www.superherodb.com/pictures2/portraits/10/100/833.jpg,https://akabab.github.io/superhero-api/api/id/604.json
605,Skaar,,Marvel Comics,good,Male,null,Warrior,50,85,27,90,69,85,https://www.superherodb.com/pictures2/portraits/10/100/1341.jpg,https://akabab.github.io/superhero-api/api/id/605.json
606,Snake-Eyes,,Marvel Comics,bad,Male,Animal,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/10437.jpg,https://akabab.github.io/superhero-api/api/id/606.json
607,Snowbird,Narya,Marvel Comics,good,Female,null,"Goddess, adventurer, former records officer",50,32,27,42,70,52,https://www.superherodb.com/pictures2/portraits/10/100/130.jpg,https://akabab.github.io/superhero-api/api/id/607.json
608,Sobek,Yurrd the Unknown,DC Comics,good,Male,null,-,50,34,23,46,20,56,https://www.superherodb.com/pictures2/portraits/10/100/1166.jpg,https://akabab.github.io/superhero-api/api/id/608.json
609,Solomon Grundy,Cyrus Gold,DC Comics,bad,Male,Zombie,-,9,93,13,100,92,30,https://www.superherodb.com/pictures2/portraits/10/100/782.jpg,https://akabab.github.io/superhero-api/api/id/609.json
610,Songbird,Melissa Joan Gold,Marvel Comics,good,Female,null,Adventurer; former criminal and wrestler,75,36,27,42,55,56,https://www.superherodb.com/pictures2/portraits/10/100/131.jpg,https://akabab.github.io/superhero-api/api/id/610.json
611,Space Ghost,Thaddeus Bach,DC Comics,good,Male,Human,-,38,18,33,40,95,80,https://www.superherodb.com/pictures2/portraits/10/100/1505.jpg,https://akabab.github.io/superhero-api/api/id/611.json
612,Spawn,Al Simmons,Image Comics,good,Male,Demon,-,75,60,50,90,100,95,https://www.superherodb.com/pictures2/portraits/10/100/842.jpg,https://akabab.github.io/superhero-api/api/id/612.json
613,Spectre,Aztar,Aztar,good,Male,God / Eternal,-,88,100,100,100,100,70,https://www.superherodb.com/pictures2/portraits/10/100/784.jpg,https://akabab.github.io/superhero-api/api/id/613.json
614,Speedball,Robert Baldwin,Penance II,good,Male,null,"Student, superhero",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/132.jpg,https://akabab.github.io/superhero-api/api/id/614.json
615,Speedy,Thea Queen,DC Comics,good,Female,Human,Nightclub Owner,50,6,33,20,26,70,https://www.superherodb.com/pictures2/portraits/10/100/10558.jpg,https://akabab.github.io/superhero-api/api/id/615.json
616,Speedy,"Roy William Harper, Jr.",Arsenal,good,Male,Human,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1015.jpg,https://akabab.github.io/superhero-api/api/id/616.json
617,Spider-Carnage,Benjamin Reilly,Scarlet Spider,bad,Male,Symbiote,-,null,69,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/957.jpg,https://akabab.github.io/superhero-api/api/id/617.json
618,Spider-Girl,May 'Mayday' Parker,Marvel Comics,good,Female,Human,-,63,38,60,65,53,75,https://www.superherodb.com/pictures2/portraits/10/100/480.jpg,https://akabab.github.io/superhero-api/api/id/618.json
619,Spider-Gwen,Gwen Stacy,Marvel Comics,good,Female,Human,-,75,55,63,70,66,70,https://www.superherodb.com/pictures2/portraits/10/100/10507.jpg,https://akabab.github.io/superhero-api/api/id/619.json
620,Spider-Man,Peter Parker,Marvel Comics,good,Male,Human,"Freelance photographer, teacher",90,55,67,75,74,85,https://www.superherodb.com/pictures2/portraits/10/100/133.jpg,https://akabab.github.io/superhero-api/api/id/620.json
621,Spider-Man,Miguel O'Hara,Marvel Comics,good,-,Human,"CEO of Alchemax Corporation, Executive Assistant",null,57,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/479.jpg,https://akabab.github.io/superhero-api/api/id/621.json
622,Spider-Man,Miles Morales,Marvel Comics,good,Male,Human,"Student, adventurer, vigilante",null,58,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/10647.jpg,https://akabab.github.io/superhero-api/api/id/622.json
623,Spider-Woman,Jessica Drew,Marvel Comics,good,Female,Human,"Form agent of HYDRA, former bounty hunter, private investigator, adventurer",56,42,42,60,68,70,https://www.superherodb.com/pictures2/portraits/10/100/481.jpg,https://akabab.github.io/superhero-api/api/id/623.json
624,Spider-Woman II,,Marvel Comics,good,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/483.jpg,https://akabab.github.io/superhero-api/api/id/624.json
625,Spider-Woman III,Martha Franklin,Marvel Comics,good,Female,null,-,50,48,27,42,60,28,https://www.superherodb.com/pictures2/portraits/10/100/482.jpg,https://akabab.github.io/superhero-api/api/id/625.json
626,Spider-Woman IV,Charlotte Witter,Marvel Comics,bad,Female,null,"Fashion designer, professional criminal",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/883.jpg,https://akabab.github.io/superhero-api/api/id/626.json
627,Spock,S'chn T'gai Spock,Star Trek,good,Male,Human-Vulcan,-,81,18,17,40,56,40,https://www.superherodb.com/pictures2/portraits/10/100/10566.jpg,https://akabab.github.io/superhero-api/api/id/627.json
628,Spyke,Evan Daniels,Marvel Comics,good,Male,Mutant,-,50,12,17,60,48,30,https://www.superherodb.com/pictures2/portraits/10/100/1455.jpg,https://akabab.github.io/superhero-api/api/id/628.json
629,Stacy X,,Marvel Comics,good,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/485.jpg,https://akabab.github.io/superhero-api/api/id/629.json
630,Star-Lord,Peter Jason Quill,Marvel Comics,good,Male,Human-Spartoi,Adventurer; Royal Prince of Spartax,69,20,33,50,25,70,https://www.superherodb.com/pictures2/portraits/10/100/10015.jpg,https://akabab.github.io/superhero-api/api/id/630.json
631,Stardust,,Marvel Comics,good,Male,null,Herald of Galactus,88,85,100,110,100,85,https://www.superherodb.com/pictures2/portraits/10/100/1052.jpg,https://akabab.github.io/superhero-api/api/id/631.json
